"BiasApprox_Mean","BiasApprox_SD","BiasWinP_Mean","BiasWinP_SD","BiasConc_Mean","BiasConc_SD","CoverageApprox_Mean","CoverageApprox_SD","CoverageWinP_Mean","CoverageWinP_SD","CoverageConcNormal_Mean","CoverageConcNormal_SD","CoverageConcBoot_Mean","CoverageConcBoot_SD"
-0.471747965688291,2.35108624167873,-0.182398076225132,2.40133926144631,-0.182398076225221,2.4013392614463,0.94,0.238683256575942,0.95,0.21904291355759,0.91,0.287623491264661,0.94,0.238683256575942
